video_url,user_url,username,title,view_num,created_at,shortdesc,collected_at
/watch?v=Ai_FKs7suPM&pp=ygURUGlrZSBQbGFjZSBNYXJrZXQ%3D,/@GeminiDiscover,Gemini Discover,How Seattle's Pike Place Market FAILS,2.1K,1 year,"This time we show you something that really needs improvement in the city we live in - Seattle. Hopefully, the right people see it ...",2024-01-28 23:17:06.520381
/watch?v=qyeeb02PoYA&pp=ygURUGlrZSBQbGFjZSBNYXJrZXQ%3D,/@LeggLife,LeggLife,"Exploring Seattle! Pike Place Market, Space Needle, Coffee & MORE!",6.5K,1 year,"An amazing day in one of our favorite cities! This day in Seattle included some Seattle favorites. From coffee at Storyville, ...",2024-01-28 23:17:06.522331
/watch?v=J9V-cY-xmZI&pp=ygURUGlrZSBQbGFjZSBNYXJrZXQ%3D,/@AdventuresOfATravelingDon,Adventures Of A Traveling Don,The Ultimate Seattle Downtown Tour - Top Things To Do in Seattle,1K,6 months,"Alrighty fellow Travel Dons, the Journey Across the West continues. In this episode I make it to Seattle, WA. Come with me as I ...",2024-01-28 23:17:06.524208
/watch?v=QcIhbHaSPRU&pp=ygURUGlrZSBQbGFjZSBNYXJrZXQ%3D,/@tjinap,TJINAP,"PIKE PLACE MARKET - A SEATTLE’S ICON I Washington State, USA",976,7 months,"PIKE PLACE MARKET - A SEATTLE'S ICON Washington State is a vlog about our 2nd tour at Pike Place Market in Seattle, ...",2024-01-28 23:17:06.525498
/watch?v=XIeCx9bxBBc&pp=ygURUGlrZSBQbGFjZSBNYXJrZXQ%3D,/@SharingtheRoad,Sharing the Road,Top 10 Things to Do in Seattle | Seattle Travel Guide,227K,1 year,... 0:00 - Intro 0:17 - Pike Place Market 1:57 - Seattle Spheres 3:07 - Freemont Troll 4:06 - Gasworks Park 5:22 - Water Taxi to West ...,2024-01-28 23:17:06.528589
/watch?v=j0S5KzbdWRA&pp=ygURUGlrZSBQbGFjZSBNYXJrZXQ%3D,/@Femalefoodie,Female Foodie,15 BEST Pike Place Market Restaurants,107K,4 years,"The ultimate guide to eating at Pike Place Market from restaurants to small bites, so that next time you're in Seattle you can ...",2024-01-28 23:17:06.530441
/watch?v=5QUJeBgyZ8k&pp=ygURUGlrZSBQbGFjZSBNYXJrZXQ%3D,/@carlaannette,Carla Annette,"the PERFECT 3 DAY WEEKEND in SEATTLE: pike place market seafood, space needle, best city views!",7.7K,11 months,"It was my first time in Seattle, WA and I already want to go back!!! We were blessed with beautiful clear blue skies during our time ...",2024-01-28 23:17:06.531665
/watch?v=SE3xUfDSEjk&pp=ygURUGlrZSBQbGFjZSBNYXJrZXQ%3D,/@NBCNews,NBC News,Meet The New Owners Of Seattle's Pike Place Fish Market: Four Of Its Famous Fishmongers | NBC News,28K,5 years,"When longtime owner John Yokoyama decided to sell his legendary business, he put family over profit, selling to Jaison, Anders, ...",2024-01-28 23:17:06.532976
/watch?v=7JA1p4dtEPs&pp=ygURUGlrZSBQbGFjZSBNYXJrZXQ%3D,/@TheDailyWoo,TheDailyWoo,First Starbucks Store & Pike Place Market Fish Throwing - Gum Wall In Rainy Seattle / T-Mobile Park,57K,1 year,Rainy Seattle Tourist Spots.,2024-01-28 23:17:06.534899
/watch?v=WZhbbwpAwUk&pp=ygURUGlrZSBQbGFjZSBNYXJrZXQ%3D,/@komonews,KOMO News,Man violently attacks stranger near Seattle's Pike Place Market,47K,7 months,Seattle police arrested a man Sunday afternoon who they say violently attacked a man near the entrance to Pike Place Market at ...,2024-01-28 23:17:06.536279
/shorts/PoXeun2JRig,/@PikePlaceMarketTV,Pike Place Market,4 Places in Pike Place Market for Pasta Lovers #shorts,1.8K,1 year,Pasta night! Whether you're cooking at home or dining out — Pike Place Market has you covered! Market businesses featured in ...,2024-01-28 23:17:06.537591
/watch?v=K-3rnQoYbHo&pp=ygURUGlrZSBQbGFjZSBNYXJrZXQ%3D,/@TrueWindHealingTravel,True Wind Healing Travel,Pike Place Market Food & Walking Tour - Taste of Seattle,607,8 months,"The best way to experience the ""Soul of Seattle"" is on a Pike Place Market Food & Walking Tour. As a local, I have been here ...",2024-01-28 23:17:06.539422
/watch?v=tBieKUxnG74&pp=ygURUGlrZSBQbGFjZSBNYXJrZXQ%3D,/@Theendlessadventure,The Endless Adventure,"Seattle FOOD TOUR! Chowder, Coffee, Pastries and MORE! (Pike Place Market)",93K,5 years,Seattle food tour! Today we're trying some of the best coffee and chowder in the world Hope you're hungry! Stay at this ...,2024-01-28 23:17:06.541178
/watch?v=98w-gzGT-xU&pp=ygURUGlrZSBQbGFjZSBNYXJrZXQ%3D,/@PikePlaceMarketTV,Pike Place Market,Pike Place Market Summer 2021: Where Seattle Shops!,293,2 years,"Pike Place Market has the most unique shopping in Seattle! Explore more than 100 small owner-operator shops, offering ...",2024-01-28 23:17:06.542427
/watch?v=ZLZ9PIbZhHI&pp=ygURUGlrZSBQbGFjZSBNYXJrZXQ%3D,/@komonews,KOMO News,Saving Pike Place Market marks battle 50 years ago to preserve iconic area,6.7K,2 years,"""Labor of Love: Saving Pike Place Market” shares the first-hand account from the advocates who staffed the picket lines, collected ...",2024-01-28 23:17:20.141389
/watch?v=9UWQVrnlo-8&pp=ygURUGlrZSBQbGFjZSBNYXJrZXQ%3D,/@VISITSEATTLEtv,VISITSEATTLE.tv,Visit Seattle | Experiencing the Market,13K,7 years,"Hillejte – South African native, concert violinist and first-time visitor to Seattle – disappears into Pike Place Market for a ...",2024-01-28 23:17:20.144440
/watch?v=-L5Row5_2zE&pp=ygURUGlrZSBQbGFjZSBNYXJrZXQ%3D,/@komonews,KOMO News,Celebrating Seattle's Pike Place Market | ARC Seattle,778,2 days,"Welcome to ARC Seattle! The show that brings you authentic, relevant, community-centered content from around the Puget Sound ...",2024-01-28 23:17:20.147364
/watch?v=LL3GU0sbpGs&pp=ygURUGlrZSBQbGFjZSBNYXJrZXQ%3D,/@purefoodfishmarket8998,Pure Food Fish Market,Step Inside Pure Food Fish Market at Pike Place Market in Seattle,3.7K,7 years,"Order today, enjoy tomorrow! Pure Food Fish Market at Pike Place Market hand-cuts your order at the time you make it at ...",2024-01-28 23:17:20.150233
/watch?v=ZkStFWMMPz0&pp=ygURUGlrZSBQbGFjZSBNYXJrZXQ%3D,/@KING5Seattle,KING 5 Seattle,"More than $200,000 raised for Pike Place Market flower farmers",2.2K,3 years,A woman who stepped in to help Pike Place Market flower farmers when the pandemic hit has now helped raise $200000 for the ...,2024-01-28 23:17:20.153064
/watch?v=mne6LKyRugc&pp=ygURUGlrZSBQbGFjZSBNYXJrZXQ%3D,/@Currentlycarly777,Currently Carly,8 MUST TRY Foods At Pike Place Market |  24 Hours In Seattle Food Tour!,10K,2 years,"What should you eat when visiting Pike Place Market in Seattle, Washington? I visit the emerald city for a quick overnight trip ...",2024-01-28 23:17:20.156917
/watch?v=YqrrgDAyQ3M&pp=ygURUGlrZSBQbGFjZSBNYXJrZXQ%3D,/@LaoOcean,Lao Ocean,"Walking to Pike Place Market Via Seattle's ""Most Dangerous"" Areas In Belltown | Monthly Tour Nov '21",32K,2 years,"Monthly walking tour of Pike Place Market for November 2021. We're almost at the 12 month mark with this series, and this one is ...",2024-01-28 23:17:20.161202
/watch?v=r-U8FYBGGdk&pp=ygURUGlrZSBQbGFjZSBNYXJrZXQ%3D,/@KING5Seattle,KING 5 Seattle,The best eateries at Pike Place Market according to Chef Daisley Gordon - Where the Chefs Eat,1.2K,4 years,"Even after over two decades in The Market, Chef Gordon still finds great places to eat.",2024-01-28 23:17:20.165905
/watch?v=-CvUUomxmQk&pp=ygURUGlrZSBQbGFjZSBNYXJrZXQ%3D,/@georgeandcris,George and Cris,"TRYING SEATTLE’S BEST FOOD IN PIKE PLACE MARKET | Piroshkys, Clam Chowder, & Mac N’ Cheese!",2.8K,1 year,Spending an entire day trying the best foods at Pike Place Market in Seattle! After researching Seattle's top tourist destinations we ...,2024-01-28 23:17:20.170136
/watch?v=JBvF4xpkr70&pp=ygURUGlrZSBQbGFjZSBNYXJrZXQ%3D,/@EECCTravels,EECC Travels,Touring Seattle - Pike Place Market & Waterfront + Dinner at Cactus,21K,4 years,"We are absolutely loving our visit to Seattle! First up, we explore all around Pike Place Market and, of course, catch the throwing ...",2024-01-28 23:17:20.173388
/watch?v=6V35rgVSF80&pp=ygURUGlrZSBQbGFjZSBNYXJrZXQ%3D,/@KING5Seattle,KING 5 Seattle,Living at Pike Place Market,150,5 years,"Not just a popular tourist attraction, some people actually LIVE at Pike Place Market!",2024-01-28 23:17:20.176396
/watch?v=hpNl4MUTi2c&pp=ygURUGlrZSBQbGFjZSBNYXJrZXQ%3D,/@SeattleChannel21,Seattle Channel,Chronicles of the Pike Place Market and Prohibition-era Seattle,3.7K,4 years,Author Brad Holden's impassioned investigation of prohibition-era Seattle was sparked by his discovery of a copper moonshining ...,2024-01-28 23:17:20.179278
/watch?v=jJWFTS9qwLo&pp=ygURUGlrZSBQbGFjZSBNYXJrZXQ%3D,/@PikePlaceMarketTV,Pike Place Market,"Shop Local, Shop Special This Holiday Season at Seattle's Pike Place Market",28K,1 year,Our elves searched over 500+ independently-owned Pike Place Market businesses to bring you the best gift guide ...,2024-01-28 23:17:20.182198
/shorts/Tpp9UmIR7v8,/@LocalLensSeattle,Local Lens Seattle,Hidden restaurant in Pike Place Market! | Local Lens Seattle,4K,9 months,You have got to try this Filipino cuisine at this hidden restaurant at Pike Place Market! HELLO Oriental-Mart or O-Mart for short.,2024-01-28 23:17:20.186372
/watch?v=dx3sif_PisM&pp=ygURUGlrZSBQbGFjZSBNYXJrZXQ%3D,/@jerrivlogs,Jerri™ Vlogs,12 Hours At Pike Place Market in SEATTLE Washington ▫ 2024,704,5 months,Today we visit the insanely popular Pike Place Market here in Seattle and also the Gum Wall and the first ever Starbucks Coffee ...,2024-01-28 23:17:20.189407
/watch?v=UbxeVmg2yYg&pp=ygURUGlrZSBQbGFjZSBNYXJrZXQ%3D,/@KING5Seattle,KING 5 Seattle,Spices from around the world inside Pike Place Market - KING 5 Evening,1K,4 years,"As one of the Market's oldest retail spots, MarketSpice has been serving up unique spices, teas and coffee since 1911.",2024-01-28 23:17:20.192377
/watch?v=BcISgSvnJe4&pp=ygURUGlrZSBQbGFjZSBNYXJrZXQ%3D,/@PikePlaceMarketTV,Pike Place Market,PIKE BOX from Pike Place Market,6.1K,1 year,The Pike Place Market PDA created the PIKE BOX CSA program in 2013 with the goals of helping local farmers grow their ...,2024-01-28 23:17:20.195215
/shorts/6Mfc8NQepIE,/@PikePlaceMarketTV,Pike Place Market,4 Happy Hours in Pike Place Market! #shorts,166,9 months,"Let's meet HERE! 4 Happy Hours in Pike Place Market! Head to our website PikePlaceMarket.org to learn about happy hour, ...",2024-01-28 23:17:20.199094
/watch?v=1OekXff7Llk&pp=ygURUGlrZSBQbGFjZSBNYXJrZXQ%3D,/@savorseattlefoodtours6259,Savor Seattle Food Tours,WHY SAVOR SEATTLE? | Guided Food Tours in Pike Place Market,596,4 years,"We are Seattle's go-to food tour company. We are experts at connecting adventuresome guests with Seattle in the most unique, ...",2024-01-28 23:17:20.202121
